Image,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,PSNR,SSIM,MSE,DC,Target
Image1.jpg,23.448516845703125,2538.9856272310794,50.388348129613064,0.6511741101492523,1.9842023071419248,5.421041516344659,181.46771269177125,0.7815569047085774,0.6108311952976523,0.8470332580201685,2.7654114365411435,0.9685761145217712,7.4583407311987535e-155,97.97462979092623,0.7770110697231628,0.17116319444444444,0.3039887045534769,1
Image2.jpg,4.3983306884765625,834.8530300098457,28.893823388569498,0.9535316513996841,6.4952026197500805,43.34935509582902,76.74588563458855,0.97276952130845,0.9462805415866709,0.9807616049418326,0.5486052998605301,0.95975053123432,7.4583407311987535e-155,110.34659737460764,0.9779527874393928,0.009913194444444443,0.8390188892021426,1
Image3.jpg,3.2442626953125,642.0591664836393,25.33888644916424,0.9660645359058424,7.772860171579852,61.75603423409693,81.75240585774057,0.9801609232465957,0.9607154354596186,0.98506594115144,0.5404114365411437,0.9442586597478344,7.4583407311987535e-155,112.26629781454521,0.9853620242280676,0.006371527777777778,0.849774866966844,1
Image4.jpg,8.5113525390625,1126.2141866633322,33.55911480750546,0.8687650652949626,3.7631423560801633,15.107579471225533,362.2912133891214,0.9217862351174668,0.8496898632520341,0.9492953303303848,2.7657252440725246,0.8590271406079849,7.4583407311987535e-155,101.95579225763186,0.8810151902356937,0.0684375,0.0,0
Image5.jpg,21.00079345703125,2235.316978223602,47.279138932764006,0.6847244030895103,1.9360289000857207,4.7223426246842735,312.4392259414226,0.8041836191079372,0.6467112932415399,0.8803007575083109,3.0066596931659686,0.9385719000879504,7.4583407311987535e-155,97.63987018671062,0.7663084367541211,0.18487847222222226,0.0,0
Image6.jpg,0.0,0.0,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,1.0,7.4583407311987535e-155,inf,,0.0,,0
Image7.jpg,11.350555419921875,998.9722430413077,31.606522159853448,0.7611064558478141,2.5339195528151293,7.394586497097808,303.94797768479776,0.8542768105775301,0.7297888690905172,0.9023554229770352,3.440550906555091,0.8664795374281568,7.4583407311987535e-155,99.20657882495804,0.7948806849553487,0.1288888888888889,0.0,0
Image8.jpg,0.4051361083984375,68.37871786049897,8.269142510593161,0.9947235837957624,20.38802458438772,416.84343308208986,17.789156206415626,0.9969317176949004,0.9938728497461043,0.9978846421325478,0.11440027894002792,0.8861439880135091,7.4583407311987535e-155,111.37119303828648,0.9851753638471198,0.007829861111111109,0.4104575163398693,1
Image9.jpg,5.95587158203125,937.4386499648276,30.61761992651989,0.9269310743321876,5.0154341586736315,26.1504396205374,57.2268131101813,0.9569606127607242,0.9157736143753806,0.9741566423963768,0.5077057182705719,0.9732632585083834,7.4583407311987535e-155,111.43912875591991,0.98189139297566,0.007708333333333333,0.9144838212634824,1
Image10.jpg,6.18402099609375,895.1968273413388,29.91984002867226,0.9172591428347612,4.707172395695706,23.16817351508677,73.71412133891212,0.9511722855089167,0.9047287167202565,0.9694542183363016,0.6861576011157602,0.963931389382342,7.4583407311987535e-155,113.06996006359823,0.9839627726777148,0.005295138888888889,0.9452521988870941,1
Image11.jpg,0.260589599609375,52.28489290384823,7.230829337209407,0.9970607857731044,27.72276284111319,769.4895508900499,18.016283124128307,0.9982915414226564,0.9965860016760232,0.9989867002250116,0.09177126917712693,0.8492003658745119,7.4583407311987535e-155,67.17983688623322,0.9827492637751633,0.012447916666666666,0.19165727170236754,1
Image12.jpg,0.1216888427734375,25.523941250708052,5.052122450090462,0.9985000036106972,41.50157745337438,1723.3895059609624,18.227649930264995,0.9991283365968,0.9982574329906884,0.999360806225704,0.08797071129707112,0.687472986020664,7.4583407311987535e-155,63.962550080354994,0.9674161578487176,0.02611111111111112,0.04810126582278481,1
